date, pm10, no2, so2, co
31-03-2018,80,21,5,32
01-10-2017,52,21,2,12
02-10-2017,44,20,3,11
03-10-2017,56,17,3,9
04-10-2017,53,31,3,12
05-10-2017,40,25,3,12
06-10-2017,50,23,3,12
07-10-2017,58,19,2,12
08-10-2017,57,17,3,9
09-10-2017,60,19,2,11
10-10-2017,56,24,3,12
11-10-2017,52,23,3,11
12-10-2017,45,23,2,11
13-10-2017,43,19,3,11
14-10-2017,38,25,3,11
15-10-2017,41,19,2,10
16-10-2017,57,25,3,11
17-10-2017,74,36,3,14
18-10-2017,119,20,3,12
19-10-2017,124,29,3,15
20-10-2017,159,21,4,21
21-10-2017,110,18,4,20
22-10-2017,79,23,4,22
23-10-2017,88,48,4,21
24-10-2017,113,36,3,20
25-10-2017,91,32,3,20
26-10-2017,66,29,2,19
27-10-2017,67,33,2,21
28-10-2017,64,32,2,17
29-10-2017,73,28,2,16
30-10-2017,62,34,2,10
31-10-2017,67,25,2,8
01-11-2017,64,33,2,7
02-11-2017,74,29,2,8
03-11-2017,75,36,2,9
04-11-2017,65,31,2,8
05-11-2017,41,44,2,9
06-11-2017,51,40,2,11
07-11-2017,58,55,2,19
08-11-2017,71,45,2,19
09-11-2017,68,59,2,16
10-11-2017,79,38,3,12
11-11-2017,68,36,3,11
12-11-2017,67,38,3,10
13-11-2017,61,30,3,11
14-11-2017,63,23,3,11
15-11-2017,59,34,3,12
16-11-2017,68,30,3,12
17-11-2017,67,52,3,14
18-11-2017,81,38,3,12
19-11-2017,63,40,3,12
20-11-2017,63,37,3,13
21-11-2017,49,39,3,12
22-11-2017,49,42,3,13
23-11-2017,60,41,3,12
24-11-2017,70,48,3,12
25-11-2017,74,51,3,12
26-11-2017,68,48,3,11
27-11-2017,59,45,3,12
28-11-2017,64,39,3,9
29-11-2017,64,25,3,11
30-11-2017,44,37,2,11
01-12-2017,27,47,3,10
02-12-2017,77,36,3,10
03-12-2017,66,42,3,12
04-12-2017,77,25,3,11
05-12-2017,62,32,3,12
06-12-2017,77,38,3,11
07-12-2017,73,55,3,10
08-12-2017,84,58,3,11
09-12-2017,86,50,3,11
10-12-2017,95,42,3,11
11-12-2017,81,58,3,10
12-12-2017,97,49,3,13
13-12-2017,105,38,2,12
14-12-2017,72,79,1,11
15-12-2017,58,46,1,12
16-12-2017,74,36,2,11
17-12-2017,69,51,2,10
18-12-2017,74,36,2,11
19-12-2017,68,37,6,12
20-12-2017,68,26,4,11
21-12-2017,61,33,2,10
22-12-2017,60,37,2,10
23-12-2017,65, , , 
26-12-2017,64,21,2,11
27-12-2017,77,18,1,11
28-12-2017,74,22,2,11
29-12-2017,70,19,2,10
30-12-2017,67,26,2,10
31-12-2017,78,17,2,8
01-07-2017,86,24,3,11
02-07-2017,78,21,3,11
03-07-2017,70,16,3,9
04-07-2017,47, , , 
07-07-2017,87,22,3,11
08-07-2017,83,21,3,10
09-07-2017,78,19,3,11
10-07-2017,75,20,3,10
11-07-2017,66,15,3,10
12-07-2017,57,19,3,10
13-07-2017,70,17,3,11
14-07-2017,70,20,4,10
15-07-2017,77,18,6,8
16-07-2017,72,17,4,10
17-07-2017,76,16,3,10
18-07-2017,64,18,3,11
19-07-2017,53,18,3,11
20-07-2017,64,19,3,11
21-07-2017,74,21,3,11
22-07-2017,82,19,3,10
23-07-2017,83,17,3,10
24-07-2017,78,16,3,10
25-07-2017,73,17,3,10
26-07-2017,75,16,3,9
27-07-2017,70,15,3,10
28-07-2017,59,16,3,12
29-07-2017,64,16,3,10
30-07-2017,70,15,3,10
31-07-2017,62,14,3,12
01-08-2017,68,14,3,9
02-08-2017,67,15,3,11
03-08-2017,60,15,3,10
04-08-2017,52,16,3,11
05-08-2017,60,14,3,9
06-08-2017,61,17,3,11
07-08-2017,65,15,3,10
08-08-2017,71,20,3,11
09-08-2017,66,16,3,10
10-08-2017,58,21,3,10
11-08-2017,57,16,3,9
12-08-2017,44,17,3,9
13-08-2017,80,18,3,11
14-08-2017,80,17,3,11
15-08-2017,55,13,2,16
16-08-2017,47,43,2,17
17-08-2017,58,22,3,10
18-08-2017,45,17,3,11
19-08-2017,47,17,3,11
20-08-2017,49,16,3,11
21-08-2017,62,14,3,12
22-08-2017,68,14,3,10
23-08-2017,60,16,2,11
24-08-2017,50,13,3,9
25-08-2017,38,14,2,10
26-08-2017,57,14,3,10
27-08-2017,42,17,3,12
28-08-2017,64,16,3,13
29-08-2017,71,14,3,11
30-08-2017,68,13,3,10
31-08-2017,76,15,3,10
01-09-2017,59,21,3,12
02-09-2017,69,20,3,11
03-09-2017,49,18,2,11
04-09-2017,52,20,3,13
05-09-2017,85,14,3,10
06-09-2017,64, , , 
11-09-2017,80,28,3,12
12-09-2017,76,26,3,11
13-09-2017,74,19,3,11
14-09-2017,68,23,3,11
15-09-2017,51,25,3,11
16-09-2017,70,23,3,11
17-09-2017,47,19,3,11
18-09-2017,51,18,3,10
19-09-2017,64,16,3,12
20-09-2017,61,20,3,10
21-09-2017,65,18,3,12
22-09-2017,58,21,3,10
23-09-2017,67,28,3,11
24-09-2017,78,21,3,10
25-09-2017,43,17,2,10
26-09-2017,56,25,3,10
27-09-2017,45,24,3,12
28-09-2017,66,24,3,11
29-09-2017,54,20,3,11
30-09-2017,53,24,3,9
01-04-2017,77,22,1,7
02-04-2017,75,22,1,8
03-04-2017,74,15,1,7
04-04-2017,73,11,1,7
05-04-2017,63,18,1,7
06-04-2017,66,13,1,7
07-04-2017,61,17,1,8
08-04-2017,74,17,1,7
09-04-2017,67,16,2,11
10-04-2017,68,17,1,7
11-04-2017,69,9,7,6
12-04-2017,65,18,3,8
13-04-2017,75,23,3,8
14-04-2017,75,20,3,8
15-04-2017,70,20,3,8
16-04-2017,76,10,3,7
17-04-2017,60,9,3,6
18-04-2017,50,9,3,6
19-04-2017,64,10,3,5
20-04-2017,46,8,3,6
21-04-2017,61,6,4,6
22-04-2017,48,5,4,6
23-04-2017,65, , , 
25-04-2017,84,20,3,13
26-04-2017,67,21,3,10
27-04-2017,75,14,3,8
28-04-2017,66,17,3,7
29-04-2017,60,25,3,8
30-04-2017,74,20,3,6
01-05-2017,63,21,4,8
02-05-2017,60,19,4,7
03-05-2017,66,21,3,7
04-05-2017,68,22,4,8
05-05-2017,66,19,4,6
06-05-2017,68,16,3,6
07-05-2017,61,14,3,5
08-05-2017,45,11,4,5
09-05-2017,51,18,3,9
10-05-2017,51,12,2,4
11-05-2017,35,16,2,8
12-05-2017,45,13,2,7
13-05-2017,59,11,2,7
14-05-2017,61,7,2,5
15-05-2017,43,11,2,6
16-05-2017,51,10,2,6
17-05-2017,54,14,2,5
18-05-2017,52,18,2,6
19-05-2017,37,21,2,5
20-05-2017,55,20,2,6
21-05-2017,44,17,1,5
22-05-2017,54,22,2,6
23-05-2017,49,14,2,4
24-05-2017,50,13,2,6
25-05-2017,49,14,2,6
26-05-2017,59,16,2,6
27-05-2017,37,12,2,5
28-05-2017,42,12,2,6
29-05-2017,50,11,2,5
30-05-2017,48,19,2,6
31-05-2017,61,19,2,5
01-06-2017,50,21,2,5
02-06-2017,51,24,2,4
03-06-2017,48,29,2,6
04-06-2017,48,22,3,10
05-06-2017,64,18,3,9
06-06-2017,44,15,2,8
07-06-2017,31,16,3,9
08-06-2017,49,17,3,9
09-06-2017,65,23,3,9
10-06-2017,65,23,3,9
11-06-2017,62,24,3,10
12-06-2017,56,21,3,12
13-06-2017,66,21,2,11
14-06-2017,67,22,2,11
15-06-2017,79,19,3,9
16-06-2017,66,19,3,12
17-06-2017,60,13,3,10
18-06-2017,71,14,3,9
19-06-2017,63,12,3,10
20-06-2017,57,17,3,10
21-06-2017,74,13,3,10
22-06-2017,72,19,3,10
23-06-2017,35,30,3,9
24-06-2017,79,29,3,9
25-06-2017,68,27,3,9
26-06-2017,70,29,3,10
27-06-2017,78,25,3,8
28-06-2017,69,21,3,10
29-06-2017,62,21,3,11
30-06-2017,74,25,3,11
02-01-2017,75,38,3,9
03-01-2017,76,35,2,9
04-01-2017,84,34,3,9
05-01-2017,79,40,3,11
06-01-2017,88,42,4,11
07-01-2017,93,30,3,9
08-01-2017,85,37,4,12
09-01-2017,87,27,3,8
10-01-2017,85,36,3,12
11-01-2017,95,38,3,11
12-01-2017,93,25,2,8
13-01-2017,77, , , 
16-01-2017,86,31,3,15
17-01-2017,87,25,2,8
18-01-2017,79,30,2,12
19-01-2017,73,32,2,8
20-01-2017,82,32,3,8
21-01-2017,76,33,3,8
22-01-2017,73,36,3,9
23-01-2017,85,32,3,8
24-01-2017,85,32,2,9
25-01-2017,81,28,2,8
26-01-2017,78,24,5,9
27-01-2017,66,25,4,10
28-01-2017,51,20,3,10
29-01-2017,49,31,3,11
30-01-2017,64,30,6,12
31-01-2017,63,34,9,24
01-02-2017,63,48,2,11
02-02-2017,64,47,1,9
03-02-2017,68, , , 
06-02-2017,82,72,4,13
07-02-2017,77,54,3,11
08-02-2017,69,70,3,13
09-02-2017,75,60,4,11
10-02-2017,73,69,5,11
11-02-2017,69,51,4,10
12-02-2017,64,52,4,10
13-02-2017,58,48,3,12
14-02-2017,57,51,5,18
15-02-2017,61,54,4,19
16-02-2017,65,55,6,21
17-02-2017,82,71,5,20
18-02-2017,71,79,5,20
19-02-2017,75,57,4,15
20-02-2017,79,67,6,11
21-02-2017,86,38,13,13
22-02-2017,81,38,8,6
23-02-2017,78,37,9,6
24-02-2017,69,34,6,7
25-02-2017,65,31,7,5
26-02-2017,68,30,7,6
27-02-2017,65,32,7,7
28-02-2017,66,39,7,6
01-03-2017,72,35,6,6
02-03-2017,65,32,7,8
03-03-2017,67,31,8,6
04-03-2017,58,18,6,6
05-03-2017,60,17,8,5
06-03-2017,60,27,5,6
07-03-2017,66,24,6,7
08-03-2017,60,27,4,6
09-03-2017,74,15,3,5
10-03-2017,58,17,4,5
11-03-2017,57,17,3,4
12-03-2017,55,23,5,6
13-03-2017,72,18,3,5
14-03-2017,56,17,4,5
15-03-2017,52,14,4,5
16-03-2017,52,38,3,5
17-03-2017,72,25,7,10
18-03-2017,67,15,3,4
19-03-2017,65,36,6,8
20-03-2017,73,25,5,6
21-03-2017,70,51,11,12
22-03-2017,73,35,7,8
23-03-2017,74,32,8,7
24-03-2017,74,26,8,8
25-03-2017,81,23,30,5
26-03-2017,81,26, ,2
27-03-2017,80,28, ,6
28-03-2017,74,19, ,8
29-03-2017,64,17, ,6
30-03-2017,60,26,3,15
31-03-2017,56,28,1,8
01-10-2016,72,12,2,7
02-10-2016,73,15,2,9
03-10-2016,86,10,2,8
04-10-2016,81,8,3,8
05-10-2016,71,10,4,6
06-10-2016,64,12,1,9
07-10-2016,85,12,3,9
08-10-2016,69,9,3,8
09-10-2016,65,8,3,9
10-10-2016,57,7,3,9
11-10-2016,58,12,3,11
12-10-2016,55,12,2,11
13-10-2016,60, , , 
15-10-2016,98,25,5, 
16-10-2016,99,23,3, 
17-10-2016,108,23,4, 
18-10-2016,118,20,4, 
19-10-2016,117,23,4, 
20-10-2016,119,24,4,17
21-10-2016,118,21,3,11
22-10-2016,132,24,2,9
23-10-2016,125,25,2,12
24-10-2016,109,26,1,2
25-10-2016,134,24, ,3
26-10-2016,84,30,3,6
27-10-2016,94,33,2,6
28-10-2016,82,28,3,9
29-10-2016,87,25,2,12
30-10-2016,89,20,2,5
31-10-2016,72, , , 
02-11-2016,94,23, ,7
03-11-2016,79,16,2,6
04-11-2016,78,17,3,7
05-11-2016,80,10,4,4
06-11-2016,63,13, ,6
07-11-2016,71,14,5,8
08-11-2016,80,10,3,6
09-11-2016,82,12,4,7
10-11-2016,89,21,5,7
11-11-2016,98,18,8,7
12-11-2016,86,20, ,5
13-11-2016,85,15, ,5
14-11-2016,60,12,6,2
15-11-2016,47,21,4,11
16-11-2016,86,19,1,6
17-11-2016,89,17, ,5
18-11-2016,89, , , 
21-11-2016,117,15, ,5
22-11-2016,94,21,4,9
23-11-2016,123,16,3,12
24-11-2016,98,21,2,7
25-11-2016,102,25,2,7
26-11-2016,105,24,1,7
27-11-2016,107,29,6,8
28-11-2016,114,25,11,9
29-11-2016,118,20,3,8
30-11-2016,110,16,3,6
01-12-2016,93,16,2,5
02-12-2016,63,17,3,7
03-12-2016,66,16,2,8
04-12-2016,93,27,2,7
05-12-2016,82,49,2,8
06-12-2016,100,41,2,8
07-12-2016,90,38,4,9
08-12-2016,88,33,3,6
09-12-2016,91,37,2,7
10-12-2016,82,41,2,8
11-12-2016,92,28,2,7
12-12-2016,89, , , 
14-12-2016,111,38,2,8
15-12-2016,95,40,2,9
16-12-2016,91,44,4,11
17-12-2016,93,45,2,8
18-12-2016,89,54,3,10
19-12-2016,95,36,2,10
20-12-2016,84,28,2,8
21-12-2016,73,87,4,15
22-12-2016,106,71,3,11
23-12-2016,105,70,2,11
24-12-2016,94,42,3,9
25-12-2016,94,50,2,10
26-12-2016,87,39,5,11
27-12-2016,81,26,4,12
28-12-2016,56,44,5,18
29-12-2016,77,35,2,9
30-12-2016,86,43,3,10
31-12-2016,87,32,3,9
01-01-2017,75,32,3,9
01-07-2016,62, , , 
03-07-2016,43,20,1,7
04-07-2016,100,17,1,6
05-07-2016,76,16,1,5
06-07-2016,75, , , 
08-07-2016,78,18,1,4
09-07-2016,74, , , 
11-07-2016,65, , , 
14-07-2016,59,13,1,5
15-07-2016,37,15,1,5
16-07-2016,28,13,1,6
17-07-2016,37,12,1,4
18-07-2016,39, , , 
21-07-2016,17,22,1,6
22-07-2016,75,14,1,4
23-07-2016,68, , , 
25-07-2016,79, , , 
28-07-2016,65,9, ,4
29-07-2016,43,8, ,4
30-07-2016,54,15,1,7
31-07-2016,89,15, ,5
01-08-2016,63,11,1,6
02-08-2016,80,10, ,4
03-08-2016,62,10, ,3
04-08-2016,45, , , 
07-08-2016,80,15,1,8
08-08-2016,68,15,1,6
09-08-2016,70,12,1,5
10-08-2016,61,11,1,4
11-08-2016,55, , , 
14-08-2016,73,10,1,4
15-08-2016,53,8,1,4
16-08-2016,43,11,1,6
17-08-2016,64,11,1,5
18-08-2016,53,12,1,5
19-08-2016,19,14,1,5
20-08-2016,13,14,1,5
21-08-2016,10,9,1,3
22-08-2016,20,9,1,5
23-08-2016,58,10,1,5
24-08-2016,58,9,1,5
25-08-2016,54,11,1,5
26-08-2016,42,13,1,5
27-08-2016,54,12,1,5
28-08-2016,48,11,1,6
29-08-2016,49,7,1,4
30-08-2016,32,11,2,7
31-08-2016,44,10,1,4
01-09-2016,38,13,2,6
02-09-2016,57,14,1,6
03-09-2016,56,11,1,3
04-09-2016,52,9,2,3
05-09-2016,41,11,1,6
06-09-2016,53,10,1,5
07-09-2016,47,11,1,4
08-09-2016,52,9,1,4
09-09-2016,46,10,1,6
10-09-2016,55,11,1,4
11-09-2016,47,11,1,4
12-09-2016,52,8,1,4
13-09-2016,43,8,1,5
14-09-2016,42,10,1,5
15-09-2016,38,17,2,7
16-09-2016,45,19,1,8
17-09-2016,60,17,1,5
18-09-2016,63,12,1,3
19-09-2016,44,9,1,2
20-09-2016,41,9,2,2
21-09-2016,30,9,4,3
22-09-2016,38,10,3,4
23-09-2016,72,14,2,6
24-09-2016,72,14,2,5
25-09-2016,89,13,3,6
26-09-2016,81,9,3,5
27-09-2016,80,10,3,8
28-09-2016,68,7,1,5
29-09-2016,60,9,1,6
30-09-2016,82,9,2,5
01-04-2016,99,13,6,23
02-04-2016,125, ,6,22
03-04-2016,106,7,3,8
04-04-2016,112,25,5,15
05-04-2016,135,23,3,15
06-04-2016,178,9,3,16
07-04-2016,159,28,2,20
08-04-2016,393,45,3,12
09-04-2016,125,25,3,13
10-04-2016,117,18,2,15
11-04-2016,120, ,3,14
12-04-2016,147,44,3,13
13-04-2016,93,41,3,17
14-04-2016,162,25,4,15
15-04-2016,142,2,3,17
16-04-2016,137,1,4,28
17-04-2016,106, ,3,14
18-04-2016,135,1,3,13
19-04-2016,86,38,3,14
20-04-2016,121,5,2,11
21-04-2016,98,3,2,9
22-04-2016,48,3,2,9
23-04-2016,73,4,2,13
24-04-2016,56,4,1,6
25-04-2016,78,6,1,6
26-04-2016,62, , , 
17-06-2016,66,16,1,3
18-06-2016,66,16,1,5
19-06-2016,75,19,1,8
20-06-2016,60,17,2,6
21-06-2016,57, , , 
23-06-2016,72,13,2,2
24-06-2016,49, , , 
27-06-2016,70,18,1,8
28-06-2016,61,14,1,4
29-06-2016,27,15,2,4
30-06-2016,45,15,1,4
04-01-2016,72,45,11,13
05-01-2016,76,42,14,11
06-01-2016,65,25,26,6
07-01-2016,57,25,15,5
08-01-2016,52,36,17,6
09-01-2016,54,33,18,5
10-01-2016,51,28,20,4
11-01-2016,43, , , 
18-01-2016,55,28,30,7
19-01-2016,39,27,32,7
20-01-2016,32,28,25,7
21-01-2016,41,40,17,11
22-01-2016,101,31,16,9
23-01-2016,95,40,6,8
24-01-2016,67,54,11,13
25-01-2016,66,33,12,7
26-01-2016,74,25,14,8
27-01-2016,61,13,1,15
28-01-2016,80, , , 
30-01-2016,89,27,5,12
31-01-2016,156,28,5,11
01-02-2016,125,25,3,18
02-02-2016,134,28,3,22
03-02-2016,153,23,4,20
04-02-2016,135,23,3,21
05-02-2016,144,20,3,21
06-02-2016,134,35,6,31
07-02-2016,229,12,5,20
08-02-2016,112,24,19,27
09-02-2016,135,28,48,29
10-02-2016,163,17,55,22
11-02-2016,123,20,2,22
12-02-2016,118,20,2,21
13-02-2016,107,18,2,16
14-02-2016,98,19,2,21
15-02-2016,82,15,2,21
16-02-2016,89,17,2,20
17-02-2016,109,16,2,18
18-02-2016,88,20,2,18
19-02-2016,107,20,3,18
20-02-2016,73,20,2,16
21-02-2016,66,18,3,19
22-02-2016,70,12,3,21
23-02-2016,71,21,3,17
24-02-2016,69,16,8,9
25-02-2016,83,15,6,8
26-02-2016,90,14,3,8
27-02-2016,89,25,4,9
28-02-2016,92,16,3,10
29-02-2016,109,20,3,10
01-03-2016,113, , , 
08-03-2016,89,34,3,12
09-03-2016,96,21,2,13
10-03-2016,109,13,2,11
11-03-2016,108,19,2,10
12-03-2016,111,17,1,9
13-03-2016,92,34,1,10
14-03-2016,102,32,2,8
15-03-2016,101,40,2,10
16-03-2016,96,29,1,9
17-03-2016,108, ,1,9
18-03-2016,128,64,1,11
19-03-2016,124,1,1,11
20-03-2016,119,2,1,10
21-03-2016,102,1,1,8
22-03-2016,78, , , 
24-03-2016,115, ,3,11
25-03-2016,116, ,4,10
26-03-2016,104, ,2,10
27-03-2016,111, ,3,9
28-03-2016,101, ,3,10
29-03-2016,108,15,5,10
30-03-2016,99,17,3,9
31-03-2016,98,16,4,9
30-12-2015,49,54,7,21
31-12-2015,62, , , 
03-01-2016,79,45,10,13
31-12-2024, ,8,5,9
14-01-2025, ,12,5,5
25-02-2025, ,17,3,8
02-12-2024, ,9,4,14
08-12-2024, ,10,6,12
18-12-2024, ,9,5,9
19-12-2024, ,9,6,9
20-12-2024, ,9,6,10
21-12-2024, ,9,6,9
22-12-2024, ,9,6,10
01-07-2024, ,9,7,11
11-06-2024, ,6, , 
30-06-2024, ,9,7,12
09-01-2024, ,6,6,10
10-01-2024, ,7,5,13
28-01-2024, ,8,6,11
18-11-2023, ,9,5,11
21-11-2023, ,11,5,7
06-12-2023, ,12,5,6
10-12-2023, ,12,4,7
13-12-2023, ,11,4,7
18-12-2023, ,7,4,7
27-12-2023, ,5,4,7
09-07-2023, ,11,9,9
16-07-2023, ,17,9,6
23-07-2023, ,15,9,7
03-08-2023, ,17,9,7
13-08-2023, ,17,9,8
27-08-2023, ,17,9,7
07-09-2023, ,14,9, 
10-09-2023, ,15,9, 
18-09-2023, ,15,10,7
20-09-2023, ,14,10,7
24-09-2023, ,13,10,6
02-04-2023, ,11,9,11
09-04-2023, ,11,9,10
08-05-2023, ,13,9,12
11-05-2023, ,9,9,9
13-05-2023, ,4,9,9
21-05-2023, ,11,9,10
28-05-2023, ,11,9,12
31-05-2023, ,11,9,11
18-06-2023, ,11,9,7
26-06-2023, ,11,8,9
01-01-2023, ,11,6,22
16-01-2023, ,11,6,16
29-01-2023, ,12,6,16
27-02-2023, ,12,9,7
26-03-2023, ,11,9,11
09-10-2022, ,10,9,21
23-10-2022, ,9,10,14
07-11-2022, ,10,8,25
13-11-2022, ,10,8,5
15-11-2022, ,10,8,3
29-11-2022, ,10,11,8
11-12-2022, ,14,11,14
17-12-2022, ,12,7,15
26-12-2022, ,12,7,19
01-09-2022, ,13,5,19
04-09-2022, ,15,4,19
11-09-2022, ,13,5,18
18-09-2022, ,11,4,11
26-09-2022, ,10,9,8
15-04-2022, ,7,11,16
01-05-2022, ,7,11,16
29-05-2022, ,9,8,13
12-06-2022, ,13,14,17
06-03-2022, ,11,9,19
20-03-2022, ,11,9,22
27-03-2022, ,7,12,16
24-10-2021, ,8,4,40
29-10-2021, ,8,4,21
21-11-2021, ,9,7,5
26-12-2021, ,10,6,11
01-08-2021, ,7,3,12
02-08-2021, ,7,3,9
04-08-2021, ,7,3,20
08-08-2021, ,6,3,12
06-09-2021, ,8,4,32
22-09-2021, ,8,3,9
25-09-2021, ,8,3,8
04-04-2021, ,10,4,8
29-04-2021, ,10, ,24
23-05-2021, ,9,1,8
07-02-2021, ,7,3,12
21-02-2021, ,12,3, 
28-02-2021, ,11,4, 
01-03-2021, ,11,3, 
02-03-2021, ,11,3, 
03-03-2021, ,11,3, 
04-03-2021, ,12,3,4
07-03-2021, ,14,3,40
21-03-2021, ,10,3,31
15-10-2020, ,7, ,11
26-10-2020, ,7, ,11
01-11-2020, ,7, ,12
20-12-2020, ,17,3,21
02-07-2020, ,8,3,10
20-07-2020, ,8,4,6
09-08-2020, ,12,3,5
25-08-2020, ,11,3,5
12-09-2020, ,11,137,9
13-09-2020, ,11,150,10
20-09-2020, ,17,3,9
20-04-2020, ,9,4,16
16-05-2020, ,4,2,5
01-06-2020, ,13,3,5
03-06-2020, ,36,3,6
31-12-2019, ,17,4,14
20-02-2020, ,24,4,15
30-09-2019, ,11,3,14
02-10-2019, ,35,2,17
14-10-2019, ,20, ,14
21-10-2019, ,6,3,14
03-11-2019, ,21,4,24
10-11-2019, ,40,4,17
24-11-2019, ,43,4,18
05-12-2019, ,16,4,15
08-12-2019, ,12,4,18
10-12-2019, ,12,5,15
17-12-2019, ,15,4,16
19-12-2019, ,28,4,18
25-12-2019, ,26,4,18
20-07-2019, ,25,3,12
28-07-2019, ,17,3,13
18-08-2019, ,15,3,13
02-09-2019, ,13,4,13
01-04-2019, ,27,4,12
19-05-2019, ,26,3,12
30-05-2019, ,18,2,11
31-05-2019, ,14,3,11
01-06-2019, ,16,3,11
02-06-2019, ,12,3,11
03-06-2019, ,12,2,11
04-06-2019, ,10,2,11
05-06-2019, ,15,2,12
06-06-2019, ,21,2,11
07-06-2019, ,15,4,11
08-06-2019, ,15,3,9
09-06-2019, ,14,3,9
10-06-2019, ,14,2,10
11-06-2019, ,22,3,12
12-06-2019, ,19,7,11
13-06-2019, ,17,5,10
31-12-2018, ,19,2,12
20-01-2019, ,30,4,14
30-01-2019, ,20,3,12
05-02-2019, ,26,3,13
08-02-2019, ,20,2,12
12-02-2019, ,20,2,22
27-02-2019, ,15,2,11
11-03-2019, ,25,4,13
24-03-2019, ,27,4,12
30-11-2018, ,11,2,14
06-12-2018, ,6,2,11
09-12-2018, ,13,2,12
14-12-2018, ,15,3,11
15-12-2018, ,11,3,11
16-12-2018, ,20,4,13
09-04-2018, ,34,5,12
16-04-2018, ,38, ,16
23-03-2018, ,33, ,15
27-03-2018, ,40,4,18
25-12-2017, ,30,2,10
06-07-2017, ,21,3,12
10-09-2017, ,29,3,13
24-04-2017, ,21,3,8
15-01-2017, ,47,3,10
05-02-2017, ,91,2,16
14-10-2016, ,25,3, 
01-11-2016, ,24,1,6
20-11-2016, ,27,1,9
13-12-2016, ,52,6,13
02-07-2016, ,21,1,7
07-07-2016, ,19,1,7
10-07-2016, ,15,1,4
13-07-2016, ,16,1,6
20-07-2016, ,35,1,3
24-07-2016, ,16,2,9
27-07-2016, ,10, ,7
06-08-2016, ,14,1,6
13-08-2016, ,12, ,4
16-06-2016, ,15,1,3
22-06-2016, ,12,1,4
26-06-2016, ,13,2,6
17-01-2016, ,41,30,11
29-01-2016, ,41,12,20
07-03-2016, ,69,3,18
23-03-2016, ,8,4,11
29-12-2015, ,48,6,17
02-01-2016, ,60,9,15
13-06-2024, , ,7,13
15-12-2023, , ,4, 
27-12-2020, , ,3, 
12-01-2020, , ,5,18
