time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),relative_humidity_2m_max (%)
15-03-2023,32.4,17.3,0,20.4,69
16-03-2023,32,19.1,0.1,23,62
17-03-2023,28.6,19.6,1.7,16.7,67
18-03-2023,26.9,16.8,0.3,22.3,95
19-03-2023,25.3,15.3,0.7,12,97
20-03-2023,23.8,16.2,24.3,17.5,98
21-03-2023,23.2,14.7,3.2,10.8,99
22-03-2023,26.4,14.1,0,10.1,100
23-03-2023,28.1,15.6,0,14.7,95
24-03-2023,27.6,17.4,15.8,23.1,97
25-03-2023,26.4,17.5,1.1,19.8,98
26-03-2023,27.7,16.6,0,14,91
27-03-2023,26.9,15.6,0,18.3,82
28-03-2023,28.3,15.3,0,17.4,84
29-03-2023,30.9,16.8,0.2,11.8,80
30-03-2023,30.9,17.6,5.7,20.1,93
31-03-2023,24.3,17.1,9.4,17.4,97
01-04-2023,25.8,15.2,0.9,12.6,99
02-04-2023,28.4,16,0,16.8,98
03-04-2023,31.4,16.5,0,14.8,86
04-04-2023,28.1,17.3,0.2,15.6,79
05-04-2023,30.3,16.4,0,15.3,85
06-04-2023,31.4,16.8,0,16.5,67
07-04-2023,31.4,17.5,0,15.9,65
08-04-2023,31.9,17.2,0,16.2,54
09-04-2023,33.2,18.1,0,16.6,56
10-04-2023,33.4,19.8,0,15.5,46
11-04-2023,36,19.5,0,25.1,46
12-04-2023,36.5,23.2,0,24.6,41
13-04-2023,37.3,22.3,0,19.6,47
14-04-2023,37.4,21.9,0,17.2,44
15-04-2023,39.2,22.1,0,14.5,43
16-04-2023,39.3,22.8,0,18.3,45
17-04-2023,39.2,24.5,0,15.3,43
18-04-2023,39.2,25.6,0,23.5,37
19-04-2023,37.4,25.2,0,23.1,55
20-04-2023,34.8,23.4,0,15.5,65
21-04-2023,35.3,22.5,0,15.3,61
22-04-2023,35.2,20.9,0,17.2,59
23-04-2023,34,21,0,19.5,42
24-04-2023,32,20.1,0,17.7,58
25-04-2023,33.3,20.7,0,16.8,56
26-04-2023,35.7,22.2,0,11.9,53
27-04-2023,35.9,23.7,0,18.2,44
28-04-2023,33.6,22.5,0,9.6,56
29-04-2023,33.4,21.9,0.6,18.9,63
30-04-2023,30.5,21.3,1.4,20.2,85
01-05-2023,27.9,19.9,5.4,12.8,94
02-05-2023,28.1,19.4,5.4,18.4,98
03-05-2023,28.3,20,6.8,14.8,95
04-05-2023,29.8,18.8,0,7.8,99
05-05-2023,30.9,20.7,5.4,13.5,89
06-05-2023,35.5,20.8,0,21.7,65
07-05-2023,36.2,22.1,0,17.4,56
08-05-2023,36.7,22,0,22.2,62
09-05-2023,37.2,21.5,0,21.1,72
10-05-2023,36.6,22,0,22.9,40
11-05-2023,39,22.2,0,16.1,37
12-05-2023,41.8,23.2,0,16,36
13-05-2023,41.6,25.2,0,13.7,40
14-05-2023,40.6,26.6,0,25,47
15-05-2023,40.6,25.3,0,14.3,42
16-05-2023,38.7,26.9,0,26.2,37
17-05-2023,41,26.1,0,20.6,39
18-05-2023,38.1,24,0,21.6,63
19-05-2023,38,26,0,21.6,56
20-05-2023,40.1,24.9,0,24.1,50
21-05-2023,42.5,25.5,0,23,38
22-05-2023,42.2,29.9,0,28,27
23-05-2023,43.7,30.1,1,28,52
24-05-2023,37.8,26.4,0.2,18.5,77
25-05-2023,34,23.5,0.2,19.5,79
26-05-2023,34.6,22.8,0,9.4,82
27-05-2023,33.9,21.1,19.2,36.1,91
28-05-2023,33.9,24.1,0.3,18.1,82
29-05-2023,34.2,22.6,1.2,20,90
30-05-2023,34.2,22.8,0.1,17.4,85
31-05-2023,31,21.7,2.9,24.8,92
01-06-2023,33.7,20,0.4,16.4,95
02-06-2023,33.1,22.1,1.3,17.8,86
03-06-2023,35,22.8,0,11.7,72
04-06-2023,36.3,24,1.6,13.5,77
05-06-2023,37.2,25.2,0.1,26.8,76
06-06-2023,38.9,24.2,0,19,70
07-06-2023,38.5,25.1,0,20.5,59
08-06-2023,39.4,25.2,0,21.6,55
09-06-2023,40.9,26.1,0,21.9,51
10-06-2023,40.5,26.6,0,21.4,65
11-06-2023,39.3,28.3,0,21.9,65
12-06-2023,41.1,29.1,0,26.9,65
13-06-2023,42,30.3,0,30.6,60
14-06-2023,40.6,30.8,0,30,49
15-06-2023,37.5,30.4,0.4,30.8,64
16-06-2023,38.8,27.5,1.2,28.1,70
17-06-2023,39.4,26.4,0.3,15.2,82
18-06-2023,38.8,28.5,4,17.7,83
19-06-2023,32.4,27.5,6.6,12.9,89
20-06-2023,36.6,26.2,16.6,20.6,87
21-06-2023,35.7,25.8,20.3,18,93
22-06-2023,36.2,27.2,2.7,17.2,89
23-06-2023,35.5,26.2,6.1,18.4,94
24-06-2023,34.6,27.8,10.7,17.7,90
25-06-2023,32.4,25.9,13.6,15.2,96
26-06-2023,32.9,25.2,5.8,7.6,97
27-06-2023,33.7,25.3,8.1,17.7,97
28-06-2023,34.1,26.1,12.2,13.5,92
29-06-2023,32.5,25.9,11.7,16.9,93
30-06-2023,34,25.4,12.7,13.4,96
01-07-2023,33.8,24.7,1.9,23.2,93
02-07-2023,35.4,26,0.9,10.5,94
03-07-2023,36.7,27.2,4.5,20.7,89
04-07-2023,36.8,26.2,2.5,16.6,93
05-07-2023,33.7,24.5,13,16.3,96
06-07-2023,33.2,25.4,4.8,14.7,93
07-07-2023,33.4,25,10,15.8,95
08-07-2023,29.7,26.2,34.4,21.9,97
09-07-2023,30.9,25.2,29.7,16.5,98
10-07-2023,31.1,25.9,34.1,13,98
11-07-2023,33.4,25.3,2.9,11.6,99
12-07-2023,33.6,25.8,9.6,15,99
13-07-2023,33.3,26.1,5.2,14.7,98
14-07-2023,33.9,25.8,21.1,14.4,97
15-07-2023,33.4,26.1,17.7,20.7,97
16-07-2023,33,25.3,21.9,12.9,98
